round_number,round_start_time,p_id,seat_id,p_decided_at,p_action,p_payoff,p_reaction_time,n1_action,n2_action,n3_action,n4_action,n1_payoff,n2_payoff,n3_payoff,n4_payoff,max_payoff_is_coop,positive_payoff,num_of_coop_neighbor,assortment,set_id,bc_ratio,session_phase,orderd_session_name,reorderd_session_name
1,1732249572.5377817,rt712233,0087,1732249577.270747,0,8,4.7329652309417725,1,1,0,0,0,0,8,4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt849173,0280,1732249578.2344024,0,8,5.69662070274353,1,0,0,1,0,8,4,-4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt917261,1034,1732249578.2404325,0,4,5.702650785446167,0,0,1,0,8,8,-4,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt337344,2031,1732249575.9840431,1,-4,3.446261405944824,0,0,0,0,8,4,4,4,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt865762,2853,1732249582.280516,0,4,9.74273419380188,0,1,0,0,4,-4,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt153831,3460,1732249576.4269388,0,4,3.8891570568084717,1,0,0,0,-4,4,0,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt739245,4145,1732249588.4693253,0,0,15.931543588638306,0,0,0,0,4,4,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt876556,5278,1732249584.220309,0,4,11.682527303695679,0,0,0,1,4,0,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt525137,6055,1732249577.8162193,0,4,5.278437614440918,0,0,1,0,0,4,0,12,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt919080,6464,1732249576.5460262,1,0,4.008244514465332,0,0,0,1,4,4,12,4,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt310524,6982,1732249576.3920662,0,12,3.8542845249176025,0,1,1,1,4,0,4,0,0,true,3,-0.75,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt845286,7116,1732249581.673292,1,4,9.135510206222534,1,0,1,0,0,12,0,12,0,true,2,0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt592001,7523,1732249579.8881817,1,0,7.350399971008301,0,1,0,0,12,4,12,12,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt435675,8516,1732249576.9878638,0,12,4.450082063674927,1,1,0,1,4,0,12,0,0,true,3,-0.75,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt671551,8927,1732249577.1263285,0,12,4.5885467529296875,1,0,1,1,0,12,0,0,0,true,3,-0.75,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt217519,9098,1732249581.5336115,1,0,8.995829820632935,0,0,1,0,12,12,0,8,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
1,1732249572.5377817,rt819651,9280,1732249580.6070108,1,0,8.069229125976562,0,1,0,0,12,0,8,8,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt712233,0087,1732249602.7586768,0,8,3.058210611343384,1,1,0,0,0,0,4,0,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt849173,0280,1732249602.7644527,0,4,3.0639865398406982,1,0,0,0,0,8,0,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt917261,1034,1732249608.3058448,0,0,8.6053786277771,0,0,0,0,8,4,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt337344,2031,1732249605.1013772,0,4,5.400911092758179,0,0,0,1,4,0,4,-4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt865762,2853,1732249604.6265748,0,4,4.9261085987091064,0,0,1,0,0,4,-4,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt153831,3460,1732249603.344269,1,-4,3.6438028812408447,0,0,0,0,4,4,4,4,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt739245,4145,1732249610.4174764,0,4,10.717010259628296,0,1,0,0,4,-4,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt876556,5278,1732249603.5032213,0,4,3.802755117416382,1,0,0,0,-4,4,0,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt525137,6055,1732249601.9873805,0,0,2.286914348602295,0,0,0,0,4,4,4,8,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt919080,6464,1732249601.830664,0,4,2.130197763442993,0,0,0,1,4,0,8,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt310524,6982,1732249605.4333143,0,8,5.732848167419434,0,0,1,1,0,4,0,0,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt845286,7116,1732249581.673292,1,0,-18.02717423439026,0,0,1,0,4,8,0,12,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt592001,7523,1732249605.633082,1,0,5.932615756988525,0,1,0,0,8,0,12,12,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt435675,8516,1732249603.8154323,0,12,4.114966154098511,1,1,0,1,0,0,12,0,0,true,3,-0.75,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt671551,8927,1732249602.375383,0,12,2.6749167442321777,1,0,1,1,0,12,0,0,0,true,3,-0.75,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt217519,9098,1732249603.2392461,1,0,3.5387799739837646,0,0,1,0,12,12,0,8,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
2,1732249599.7004662,rt819651,9280,1732249608.1420183,1,0,8.44155216217041,0,1,0,0,12,0,8,4,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt712233,0087,1732249621.5422297,0,8,2.2058355808258057,0,1,0,1,4,-4,8,-4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt849173,0280,1732249621.578094,0,8,2.2416999340057373,1,0,1,0,-4,8,-4,8,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt917261,1034,1732249627.9014966,1,-4,8.565102577209473,0,0,0,0,8,8,8,8,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt337344,2031,1732249624.1956174,0,8,4.859223365783691,0,1,0,1,8,-4,8,-4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt865762,2853,1732249628.4970176,0,8,9.160623550415039,1,0,1,0,-4,8,-4,4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt153831,3460,1732249621.2136557,1,-4,1.8772616386413574,0,0,0,0,8,8,4,4,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt739245,4145,1732249623.6848485,0,4,4.348454475402832,0,1,0,0,8,-4,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt876556,5278,1732249623.4387507,0,4,4.102356672286987,1,0,0,0,-4,4,0,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt525137,6055,1732249621.4743905,0,0,2.1379964351654053,0,0,0,0,4,4,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt919080,6464,1732249621.4041526,0,4,2.067758560180664,0,0,0,1,4,0,4,-4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt310524,6982,1732249621.4206078,0,4,2.0842137336730957,0,0,1,0,0,4,-4,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt845286,7116,1732249627.8757849,1,-4,8.539390802383423,0,0,0,0,4,4,4,4,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt592001,7523,1732249621.881574,0,4,2.545179843902588,0,1,0,0,4,-4,4,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt435675,8516,1732249623.4441612,0,4,4.107767105102539,1,0,0,0,-4,4,4,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt671551,8927,1732249623.2458503,0,4,3.909456253051758,0,0,0,1,4,4,4,-4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt217519,9098,1732249622.466805,0,4,3.13041090965271,0,0,1,0,4,4,-4,8,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
3,1732249619.336394,rt819651,9280,1732249631.0390446,1,-4,11.702650547027588,0,0,0,0,4,4,8,8,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt712233,0087,1732249643.1345778,0,0,1.791290044784546,0,0,0,0,0,0,0,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt849173,0280,1732249644.1792126,0,0,2.8359248638153076,0,0,0,0,0,0,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt917261,1034,1732249646.1207457,0,4,4.77745795249939,0,0,0,1,0,0,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt337344,2031,1732249644.068489,0,4,2.725201368331909,0,0,1,0,0,4,0,8,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt865762,2853,1732249644.822912,1,0,3.4796242713928223,0,0,0,1,4,4,8,4,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt153831,3460,1732249643.179599,0,8,1.8363113403320312,0,1,1,0,4,0,4,8,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt739245,4145,1732249649.2068956,1,4,7.863607883453369,1,0,0,1,0,8,8,0,0,true,2,0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt876556,5278,1732249644.6028967,0,8,3.2596089839935303,0,1,1,0,8,4,0,4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt525137,6055,1732249643.2380862,1,0,1.8947985172271729,1,0,0,0,4,8,4,4,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt919080,6464,1732249643.869448,0,4,2.52616024017334,0,1,0,0,8,0,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt310524,6982,1732249643.4351156,0,4,2.091827869415283,1,0,0,0,0,4,0,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt845286,7116,1732249651.7809227,0,0,10.437634944915771,0,0,0,0,4,4,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt592001,7523,1732249643.100961,0,0,1.7576732635498047,0,0,0,0,4,0,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt435675,8516,1732249644.0600123,0,0,2.7167246341705322,0,0,0,0,0,0,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt671551,8927,1732249658.7143931,0,0,17.371105432510376,0,0,0,0,0,0,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt217519,9098,1732249644.4463682,0,0,3.1030805110931396,0,0,0,0,0,0,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
4,1732249641.3432877,rt819651,9280,1732249648.073607,0,0,6.730319261550903,0,0,0,0,0,0,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt712233,0087,1732249672.7836215,1,0,2.8517706394195557,0,0,0,1,8,8,12,4,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt849173,0280,1732249672.9766104,0,12,3.044759511947632,0,1,1,1,8,0,4,0,0,true,3,-0.75,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt917261,1034,1732249672.641285,1,4,2.7094340324401855,1,0,1,0,0,12,0,12,0,true,2,0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt337344,2031,1732249673.0233638,1,0,3.09151291847229,0,1,0,0,12,4,12,8,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt865762,2853,1732249672.5469031,0,12,2.6150522232055664,1,1,0,1,4,0,8,-4,0,true,3,-0.75,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt153831,3460,1732249671.969092,0,8,2.037240982055664,1,0,1,0,0,12,-4,8,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt739245,4145,1732249673.660561,1,-4,3.728710174560547,0,0,0,0,12,8,8,8,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt876556,5278,1732249673.487547,0,8,3.5556960105895996,0,1,0,1,8,-4,8,0,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt525137,6055,1732249671.8881357,0,8,1.956284761428833,1,0,1,0,-4,8,0,8,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt919080,6464,1732249674.3814955,1,0,4.449644565582275,0,0,0,1,8,8,8,0,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt310524,6982,1732249671.98365,0,8,2.0517990589141846,0,1,1,0,8,0,0,8,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt845286,7116,1732249673.0117037,1,0,3.079852819442749,1,0,0,0,0,8,8,8,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt592001,7523,1732249672.8681889,0,8,2.936337947845459,0,1,0,1,8,0,8,-4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt435675,8516,1732249672.463878,0,8,2.532027006149292,1,0,1,0,0,8,-4,8,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt671551,8927,1732249676.7136765,1,-4,6.781825542449951,0,0,0,0,8,8,8,8,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt217519,9098,1732249672.8703566,0,8,2.9385056495666504,0,1,0,1,8,-4,8,0,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
5,1732249669.931851,rt819651,9280,1732249675.63265,0,8,5.700798988342285,1,0,1,0,-4,8,0,12,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt712233,0087,1732249687.5814857,0,4,1.9154706001281738,0,0,0,1,0,0,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt849173,0280,1732249688.0979686,0,4,2.4319534301757812,0,0,1,0,0,4,0,8,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt917261,1034,1732249688.8075006,1,0,3.1414854526519775,0,0,0,1,4,4,8,0,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt337344,2031,1732249688.2332935,0,8,2.5672783851623535,0,1,1,0,4,0,0,4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt865762,2853,1732249687.9566503,1,0,2.290635108947754,1,0,0,0,0,8,4,4,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt153831,3460,1732249688.1074224,0,4,2.4414072036743164,0,1,0,0,8,0,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt739245,4145,1732249688.0966651,0,4,2.430649995803833,1,0,0,0,0,4,0,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt876556,5278,1732249688.9436507,0,0,3.2776355743408203,0,0,0,0,4,4,0,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt525137,6055,1732249687.9695184,0,0,2.3035032749176025,0,0,0,0,4,0,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt919080,6464,1732249688.4323394,0,4,2.766324281692505,0,0,0,1,0,0,4,-4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt310524,6982,1732249687.620158,0,4,1.9541428089141846,0,0,1,0,0,4,-4,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt845286,7116,1732249688.7310178,1,-4,3.065002679824829,0,0,0,0,4,4,4,4,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt592001,7523,1732249687.4416008,0,4,1.775585651397705,0,1,0,0,4,-4,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt435675,8516,1732249691.221771,0,4,5.555755853652954,1,0,0,0,-4,4,0,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt671551,8927,1732249694.0709214,0,0,8.404906272888184,0,0,0,0,4,4,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt217519,9098,1732249688.7477376,0,0,3.0817224979400635,0,0,0,0,4,0,0,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
6,1732249685.6660151,rt819651,9280,1732249688.714188,0,0,3.048172950744629,0,0,0,0,0,0,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt712233,0087,1732249707.8929186,0,4,4.2752649784088135,0,0,0,1,0,0,4,-4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt849173,0280,1732249705.8635173,0,4,2.245863676071167,0,0,1,0,0,4,-4,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt917261,1034,1732249706.5000281,1,-4,2.8823745250701904,0,0,0,0,4,4,4,4,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt337344,2031,1732249706.3599992,0,4,2.7423455715179443,0,1,0,0,4,-4,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt865762,2853,1732249705.8784275,0,4,2.2607738971710205,1,0,0,0,-4,4,0,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt153831,3460,1732249705.510575,0,0,1.8929214477539062,0,0,0,0,4,4,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt739245,4145,1732249706.3343594,0,4,2.716705799102783,0,0,0,1,4,0,4,-4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt876556,5278,1732249706.6328228,0,4,3.015169143676758,0,0,1,0,0,4,-4,8,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt525137,6055,1732249705.3535907,1,-4,1.7359371185302734,0,0,0,0,4,4,8,8,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt919080,6464,1732249706.9324632,0,8,3.314809560775757,0,1,0,1,4,-4,8,-4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt310524,6982,1732249705.5391252,0,8,1.9214715957641602,1,0,1,0,-4,8,-4,4,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt845286,7116,1732249706.6551664,1,-4,3.03751277923584,0,0,0,0,8,8,4,4,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt592001,7523,1732249706.8145275,0,4,3.196873903274536,0,1,0,0,8,-4,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt435675,8516,1732249706.293735,0,4,2.676081418991089,1,0,0,0,-4,4,0,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt671551,8927,1732249706.662426,0,0,3.0447723865509033,0,0,0,0,4,4,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt217519,9098,1732249706.6578457,0,0,3.040192127227783,0,0,0,0,4,0,0,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
7,1732249703.6176536,rt819651,9280,1732249710.0356908,0,0,6.418037176132202,0,0,0,0,0,0,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt712233,0087,1732249721.4387207,1,-4,2.458986282348633,0,0,0,0,4,4,4,4,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt849173,0280,1732249721.1159787,0,4,2.136244297027588,0,1,0,0,4,-4,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt917261,1034,1732249723.352268,0,4,4.372533559799194,1,0,0,0,-4,4,0,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt337344,2031,1732249721.3742251,0,0,2.3944907188415527,0,0,0,0,4,4,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt865762,2853,1732249721.3385773,0,0,2.3588428497314453,0,0,0,0,4,0,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt153831,3460,1732249721.9078977,0,0,2.9281632900238037,0,0,0,0,0,0,0,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt739245,4145,1732249721.3364253,0,0,2.3566908836364746,0,0,0,0,0,0,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt876556,5278,1732249721.7701106,0,4,2.7903761863708496,0,0,0,1,0,0,4,-4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt525137,6055,1732249722.9584754,0,4,3.978740930557251,0,0,1,0,0,4,-4,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt919080,6464,1732249722.2241843,1,-4,3.2444498538970947,0,0,0,0,4,4,4,4,0,false,0,0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt310524,6982,1732249721.1307805,0,4,2.15104603767395,0,1,0,0,4,-4,4,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt845286,7116,1732249721.651137,0,4,2.6714026927948,1,0,0,0,-4,4,0,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt592001,7523,1732249721.014097,0,0,2.034362554550171,0,0,0,0,4,4,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt435675,8516,1732249721.9094582,0,0,2.9297237396240234,0,0,0,0,4,0,0,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt671551,8927,1732249722.0342498,0,0,3.0545153617858887,0,0,0,0,0,0,4,4,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt217519,9098,1732249721.5408173,0,4,2.5610828399658203,0,0,0,1,0,0,4,-4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
8,1732249718.9797344,rt819651,9280,1732249721.637724,0,4,2.657989501953125,0,0,1,0,0,4,-4,4,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt712233,0087,1732249735.9566693,1,0,2.2752881050109863,0,0,0,1,8,8,8,4,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt849173,0280,1732249737.1049683,0,8,3.4235870838165283,0,1,1,0,8,0,4,12,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt917261,1034,1732249736.1687293,1,4,2.4873480796813965,1,0,0,1,0,8,12,4,0,true,2,0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt337344,2031,1732249737.2176855,0,12,3.536304235458374,0,1,1,1,8,4,4,0,0,true,3,-0.75,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt865762,2853,1732249738.1233563,1,4,4.441975116729736,1,0,1,0,4,12,0,8,0,true,2,0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt153831,3460,1732249735.5338233,1,0,1.8524420261383057,0,1,0,0,12,4,8,4,0,false,1,0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt739245,4145,1732249736.2410216,0,8,2.559640407562256,1,1,0,0,4,0,4,0,0,true,2,-0.5,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt876556,5278,1732249736.0707357,0,4,2.3893544673919678,1,0,0,0,0,8,0,0,0,true,1,-0.25,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt525137,6055,1732249735.7623668,0,0,2.0809855461120605,0,0,0,0,8,4,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
9,1732249733.6813812,rt919080,6464,1732249736.5391178,0,0,2.857736587524414,0,0,0,0,4,0,0,0,0,false,0,-0.0,1234,4,behavior_only,1_behavior_only,1_behavior_only
