round_number,round_start_time,p_id,seat_id,p_decided_at,p_action,p_payoff,p_reaction_time,n1_action,n2_action,n3_action,n4_action,n1_payoff,n2_payoff,n3_payoff,n4_payoff,max_payoff_is_coop,positive_payoff,num_of_coop_neighbor,assortment,set_id,bc_ratio,session_phase,orderd_session_name,reorderd_session_name
12,1732430326.180862,rt975800,3179,1732430329.2555358,0,6,3.074673891067505,0,0,0,1,0,0,6,-4,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
12,1732430326.180862,rt999369,3281,1732430328.7870245,0,6,2.6061625480651855,0,0,1,0,0,6,-4,6,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
12,1732430326.180862,rt822077,3563,1732430328.7703288,1,-4,2.5894668102264404,0,0,0,0,6,6,6,6,0,false,0,0.0,6728,6,full_information,2_full_information,0_full_information
12,1732430326.180862,rt835338,4157,0.0,0,6,-1732430326.180862,0,1,0,0,6,-4,6,0,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
12,1732430326.180862,rt293517,5067,1732430328.1427019,0,6,1.9618399143218994,1,0,0,0,-4,6,0,0,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
12,1732430326.180862,rt257310,5139,1732430328.8661735,0,0,2.6853115558624268,0,0,0,0,6,6,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
12,1732430326.180862,rt181187,7717,1732430328.059565,0,0,1.8787031173706055,0,0,0,0,6,0,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
12,1732430326.180862,rt367217,7781,1732430329.8703613,0,0,3.6894993782043457,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
12,1732430326.180862,rt841070,8149,1732430328.5268304,0,0,2.34596848487854,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
12,1732430326.180862,rt791528,9027,1732430327.1512878,0,0,0.9704258441925049,0,0,0,0,0,0,0,6,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt252671,0051,1732430343.3404503,0,6,2.8168978691101074,0,1,0,0,12,-4,12,6,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt975800,3179,1732430343.5084426,0,12,2.9848902225494385,1,0,0,1,-4,6,6,-4,0,true,2,-0.5,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt999369,3281,1732430342.9137998,0,6,2.390247344970703,0,0,1,0,6,12,-4,6,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt822077,3563,1732430342.0527635,1,-4,1.5292110443115234,0,0,0,0,12,6,6,12,0,false,0,0.0,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt835338,4157,0.0,0,6,-1732430340.5235524,0,1,0,0,6,-4,12,6,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt293517,5067,1732430344.855864,0,12,4.332311630249023,1,0,0,1,-4,6,6,-4,0,true,2,-0.5,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt257310,5139,1732430343.8231204,0,6,3.299567937850952,0,0,1,0,6,12,-4,12,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt181187,7717,1732430342.8788626,1,-4,2.3553102016448975,0,0,0,0,12,6,12,12,0,false,0,0.0,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt367217,7781,1732430343.4188807,0,12,2.8953282833099365,0,1,0,1,6,-4,12,-4,0,true,2,-0.5,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt841070,8149,1732430342.9249225,0,12,2.401370048522949,1,0,1,0,-4,12,-4,6,0,true,2,-0.5,6728,6,full_information,2_full_information,0_full_information
13,1732430340.5235524,rt791528,9027,1732430341.999802,1,-4,1.4762496948242188,0,0,0,0,12,12,6,12,0,false,0,0.0,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt252671,0051,1732430358.1883492,0,0,2.616990566253662,0,0,0,0,0,0,6,6,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt975800,3179,1732430358.2609546,0,6,2.689595937728882,0,0,0,1,0,0,6,-4,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt999369,3281,1732430358.3367188,0,6,2.765360116958618,0,0,1,0,0,6,-4,6,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt822077,3563,1732430357.3144624,1,-4,1.7431037425994873,0,0,0,0,6,6,6,6,0,false,0,0.0,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt835338,4157,0.0,0,6,-1732430355.5713587,0,1,0,0,6,-4,6,0,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt293517,5067,1732430363.1905212,0,6,7.619162559509277,1,0,0,0,-4,6,0,0,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt257310,5139,1732430358.5247884,0,0,2.953429698944092,0,0,0,0,6,6,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt181187,7717,1732430357.5286043,0,0,1.9572455883026123,0,0,0,0,6,0,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt367217,7781,1732430358.489759,0,0,2.918400287628174,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt841070,8149,1732430358.841695,0,0,3.270336389541626,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
14,1732430355.5713587,rt791528,9027,1732430357.2187521,0,0,1.6473934650421143,0,0,0,0,0,0,0,6,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt252671,0051,1732430376.4253628,1,2,2.9232146739959717,0,1,0,0,12,2,12,6,0,true,1,0.25,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt975800,3179,1732430375.9885936,0,12,2.486445426940918,1,1,0,0,2,2,6,0,0,true,2,-0.5,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt999369,3281,1732430375.8866658,0,6,2.3845176696777344,1,0,0,0,2,12,0,0,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt822077,3563,1732430377.5893152,0,0,4.087167024612427,0,0,0,0,12,6,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt835338,4157,0.0,0,0,-1732430373.5021482,0,0,0,0,6,0,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt293517,5067,1732430384.239352,0,0,10.73720383644104,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt257310,5139,1732430375.8651922,0,0,2.363044023513794,0,0,0,0,0,0,0,6,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt181187,7717,1732430375.5085337,0,0,2.006385564804077,0,0,0,0,0,0,6,12,0,false,0,-0.0,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt367217,7781,1732430376.0040505,0,6,2.5019023418426514,0,0,0,1,0,0,12,2,0,true,1,-0.25,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt841070,8149,1732430376.5145042,0,12,3.0123560428619385,0,0,1,1,0,6,2,2,0,true,2,-0.5,6728,6,full_information,2_full_information,0_full_information
15,1732430373.5021482,rt791528,9027,1732430374.6125402,1,2,1.1103920936584473,0,0,1,0,6,12,2,12,0,true,1,0.25,6728,6,full_information,2_full_information,0_full_information
1,1732430645.8824282,rt841070,0220,1732430650.7410026,1,8,4.858574390411377,1,1,0,0,8,8,12,6,0,true,2,0.5,6728,6,summary_information,0_summary_information,2_summary_information
1,1732430645.8824282,rt293517,0653,1732430652.1025386,0,12,6.2201104164123535,1,1,0,0,8,8,6,0,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
1,1732430645.8824282,rt252671,1335,1732430649.642593,0,6,3.760164737701416,1,0,0,0,8,12,0,0,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
1,1732430645.8824282,rt822077,5041,1732430649.0708435,0,0,3.188415288925171,0,0,0,0,12,6,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
1,1732430645.8824282,rt181187,5359,1732430649.3548603,0,0,3.4724321365356445,0,0,0,0,6,0,0,6,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
1,1732430645.8824282,rt975800,5432,1732430649.9449873,0,0,4.062559127807617,0,0,0,0,0,0,6,12,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
1,1732430645.8824282,rt999369,7278,1732430649.259867,0,6,3.37743878364563,0,0,0,1,0,0,12,8,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
1,1732430645.8824282,rt367217,8392,1732430649.3185372,0,12,3.4361090660095215,0,0,1,1,0,6,8,8,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
1,1732430645.8824282,rt257310,8670,1732430650.4061053,1,8,4.523677110671997,0,0,1,1,6,12,8,8,0,true,2,0.5,6728,6,summary_information,0_summary_information,2_summary_information
1,1732430645.8824282,rt791528,9701,1732430649.2384841,1,8,3.356055974960327,0,1,1,0,12,8,8,12,0,true,2,0.5,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt841070,0220,1732430665.7262454,0,6,4.62773323059082,0,1,0,0,6,-4,12,12,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt293517,0653,1732430665.305891,0,12,4.20737886428833,1,0,0,1,-4,6,12,2,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt252671,1335,1732430667.6816154,0,12,6.583103179931641,0,0,1,1,6,12,2,2,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt822077,5041,1732430663.9195857,1,2,2.821073532104492,0,0,1,0,12,12,2,12,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt181187,5359,1732430663.0288384,1,2,1.930326223373413,0,1,0,0,12,2,12,6,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt975800,5432,1732430663.7206492,0,12,2.6221370697021484,1,1,0,0,2,2,6,6,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt999369,7278,1732430664.1401014,0,6,3.0415892601013184,1,0,0,0,2,12,6,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt367217,8392,1732430663.8884838,0,6,2.7899715900421143,0,0,0,1,12,6,6,-4,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt257310,8670,1732430664.9471605,0,6,3.8486483097076416,0,0,1,0,6,6,-4,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
2,1732430661.0985122,rt791528,9701,1732430664.9831643,1,-4,3.8846521377563477,0,0,0,0,6,6,6,12,0,false,0,0.0,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt841070,0220,1732430681.366712,0,6,3.0220589637756348,1,0,0,0,-4,6,6,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt293517,0653,1732430683.1988983,0,6,4.854245185852051,0,0,0,1,6,6,6,-4,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt252671,1335,1732430681.8096929,0,6,3.4650397300720215,0,0,1,0,6,6,-4,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt822077,5041,1732430680.0532994,1,-4,1.708646297454834,0,0,0,0,6,6,6,6,0,false,0,0.0,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt181187,5359,1732430680.8109372,0,6,2.4662840366363525,0,1,0,0,6,-4,6,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt975800,5432,1732430681.3446648,0,6,3.000011682510376,1,0,0,0,-4,6,6,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt999369,7278,1732430680.8451357,0,6,2.5004825592041016,0,0,0,1,6,6,6,-4,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt367217,8392,1732430681.3731396,0,6,3.028486490249634,0,0,1,0,6,6,-4,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt257310,8670,1732430683.4657533,1,-4,5.121100187301636,0,0,0,0,6,6,6,6,0,false,0,0.0,6728,6,summary_information,0_summary_information,2_summary_information
3,1732430678.3446531,rt791528,9701,1732430679.614226,0,6,1.2695729732513428,0,1,0,0,6,-4,6,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt841070,0220,1732430696.469126,0,0,3.4523611068725586,0,0,0,0,0,0,6,6,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt293517,0653,1732430695.9035466,0,6,2.886781692504883,0,0,0,1,0,0,6,-4,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt252671,1335,1732430695.7197945,0,6,2.7030296325683594,0,0,1,0,0,6,-4,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt822077,5041,1732430695.0509338,1,-4,2.0341689586639404,0,0,0,0,6,6,6,6,0,false,0,0.0,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt181187,5359,1732430695.9596233,0,6,2.9428584575653076,0,1,0,0,6,-4,6,0,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt975800,5432,1732430695.6141253,0,6,2.597360372543335,1,0,0,0,-4,6,0,0,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt999369,7278,1732430696.9433875,0,0,3.9266226291656494,0,0,0,0,6,6,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt367217,8392,1732430697.5342267,0,0,4.517461776733398,0,0,0,0,6,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt257310,8670,1732430694.9835646,0,0,1.9667997360229492,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
4,1732430693.0167649,rt791528,9701,1732430694.2042782,0,0,1.1875133514404297,0,0,0,0,0,0,0,6,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt841070,0220,1732430710.6237724,0,0,2.878110885620117,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt293517,0653,1732430710.836827,0,0,3.091165542602539,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt252671,1335,1732430709.8275657,0,0,2.081904172897339,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt822077,5041,1732430709.9829762,0,0,2.2373147010803223,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt181187,5359,1732430715.9990773,0,0,8.253415822982788,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt975800,5432,1732430710.5113804,0,0,2.765718936920166,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt999369,7278,1732430710.8743086,0,0,3.1286470890045166,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt367217,8392,1732430711.4532514,0,0,3.707589864730835,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt257310,8670,1732430710.030658,0,0,2.284996509552002,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
5,1732430707.7456615,rt791528,9701,1732430708.9531784,0,0,1.2075169086456299,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt841070,0220,1732430725.7058852,0,6,3.180208683013916,0,1,0,0,6,-4,6,0,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt293517,0653,1732430724.5250854,0,6,1.9994089603424072,1,0,0,0,-4,6,0,0,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt252671,1335,1732430726.059795,0,0,3.534118413925171,0,0,0,0,6,6,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt822077,5041,1732430724.570745,0,0,2.0450685024261475,0,0,0,0,6,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt181187,5359,1732430724.6028986,0,0,2.0772221088409424,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt975800,5432,1732430725.2656562,0,0,2.7399797439575195,0,0,0,0,0,0,0,6,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt999369,7278,1732430725.0654757,0,0,2.539799213409424,0,0,0,0,0,0,6,6,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt367217,8392,1732430727.2934604,0,6,4.767783880233765,0,0,0,1,0,0,6,-4,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt257310,8670,1732430724.9600668,0,6,2.4343903064727783,0,0,1,0,0,6,-4,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
6,1732430722.5256765,rt791528,9701,1732430724.0654137,1,-4,1.5397372245788574,0,0,0,0,6,6,6,6,0,false,0,0.0,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt841070,0220,1732430738.8239806,0,6,2.7369515895843506,0,0,1,0,0,6,-4,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt293517,0653,1732430742.497711,1,-4,6.410681962966919,0,0,0,0,6,6,6,6,0,false,0,0.0,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt252671,1335,1732430739.5498679,0,6,3.462838888168335,0,1,0,0,6,-4,6,0,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt822077,5041,1732430737.89181,0,6,1.8047809600830078,1,0,0,0,-4,6,0,0,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt181187,5359,1732430739.2778473,0,0,3.1908183097839355,0,0,0,0,6,6,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt975800,5432,1732430738.7911282,0,0,2.704099178314209,0,0,0,0,6,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt999369,7278,1732430738.7451704,0,0,2.6581413745880127,0,0,0,0,0,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt367217,8392,1732430739.533641,0,0,3.4466121196746826,0,0,0,0,0,0,0,6,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt257310,8670,1732430738.4313314,0,0,2.3443024158477783,0,0,0,0,0,0,6,6,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
7,1732430736.087029,rt791528,9701,1732430739.1719851,0,6,3.084956169128418,0,0,0,1,0,0,6,-4,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt841070,0220,1732430755.582408,0,6,2.4358389377593994,0,1,0,0,6,-4,6,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt293517,0653,1732430755.6699662,0,6,2.523397207260132,1,0,0,0,-4,6,6,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt252671,1335,1732430755.5645447,0,6,2.417975664138794,0,0,0,1,6,6,6,-4,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt822077,5041,1732430761.5014927,0,6,8.354923725128174,0,0,1,0,6,6,-4,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt181187,5359,1732430755.2008336,1,-4,2.054264545440674,0,0,0,0,6,6,6,6,0,false,0,0.0,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt975800,5432,1732430755.8047645,0,6,2.6581954956054688,0,1,0,0,6,-4,6,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt999369,7278,1732430755.7499523,0,6,2.6033833026885986,1,0,0,0,-4,6,6,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt367217,8392,1732430756.4137316,0,6,3.267162561416626,0,0,0,1,6,6,6,-4,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt257310,8670,1732430755.5024421,0,6,2.3558731079101562,0,0,1,0,6,6,-4,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
8,1732430753.146569,rt791528,9701,1732430754.7440257,1,-4,1.597456693649292,0,0,0,0,6,6,6,6,0,false,0,0.0,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt841070,0220,1732430770.259621,0,6,2.968657970428467,0,1,0,0,12,2,12,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt293517,0653,1732430779.2279649,0,12,11.937001943588257,1,0,0,1,2,6,6,-4,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt252671,1335,1732430769.3805678,0,6,2.0896048545837402,0,0,1,0,6,12,-4,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt822077,5041,1732430769.4337618,1,-4,2.142798900604248,0,0,0,0,12,6,6,12,0,false,0,0.0,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt181187,5359,1732430769.3895674,0,6,2.098604440689087,0,1,0,0,6,-4,12,6,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt975800,5432,1732430770.8615425,0,12,3.5705795288085938,1,0,0,1,-4,6,6,2,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt999369,7278,1732430771.0102694,0,6,3.719306468963623,0,0,1,0,6,12,2,12,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt367217,8392,1732430770.0935924,1,2,2.8026294708251953,0,0,0,1,12,6,12,2,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt257310,8670,1732430771.3102937,0,12,4.019330739974976,0,1,1,0,6,2,2,6,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
9,1732430767.290963,rt791528,9701,1732430770.20042,1,2,2.909456968307495,1,0,0,0,2,12,6,12,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt841070,0220,1732430793.336119,0,18,3.831498861312866,1,1,0,1,2,2,18,2,0,true,3,-0.75,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt293517,0653,1732430799.2744577,0,18,9.769837617874146,1,0,1,1,2,18,2,2,0,true,3,-0.75,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt252671,1335,1732430791.5420039,1,2,2.037383794784546,0,0,1,0,18,18,2,12,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt822077,5041,1732430791.395203,1,2,1.8905830383300781,0,1,0,0,18,2,12,6,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt181187,5359,1732430791.676234,0,12,2.171613931655884,1,1,0,0,2,2,6,6,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt975800,5432,1732430793.0010977,0,6,3.4964776039123535,1,0,0,0,2,12,6,12,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt999369,7278,1732430791.9010665,0,6,2.396446466445923,0,0,0,1,12,6,12,2,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt367217,8392,1732430792.9733717,0,12,3.4687516689300537,0,0,1,1,6,6,2,2,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt257310,8670,1732430792.1493497,1,2,2.6447296142578125,0,0,1,0,6,12,2,18,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
10,1732430789.50462,rt791528,9701,1732430790.6494863,1,2,1.1448662281036377,0,1,0,0,12,2,18,18,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt841070,0220,1732430808.932203,0,6,3.8048717975616455,0,0,0,1,0,0,12,2,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt293517,0653,1732430818.8914866,0,12,13.764155387878418,0,0,1,1,0,6,2,2,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt252671,1335,1732430807.4292328,1,2,2.3019015789031982,0,0,1,0,6,12,2,12,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt822077,5041,1732430807.8738236,1,2,2.746492385864258,0,1,0,0,12,2,12,6,0,true,1,0.25,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt181187,5359,1732430807.421977,0,12,2.2946457862854004,1,1,0,0,2,2,6,0,0,true,2,-0.5,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt975800,5432,1732430807.925185,0,6,2.797853708267212,1,0,0,0,2,12,0,0,0,true,1,-0.25,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt999369,7278,1732430807.6329336,0,0,2.5056023597717285,0,0,0,0,12,6,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt367217,8392,1732430808.2539945,0,0,3.1266632080078125,0,0,0,0,6,0,0,0,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt257310,8670,1732430808.6595793,0,0,3.532248020172119,0,0,0,0,0,0,0,6,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
11,1732430805.1273313,rt791528,9701,1732430809.6434743,0,0,4.516143083572388,0,0,0,0,0,0,6,12,0,false,0,-0.0,6728,6,summary_information,0_summary_information,2_summary_information
