set_id,bc_ratio,information_condition,round_number,population_size,participant_id,seat_id,action,payoff
2162,4,behavior_only,11,11,rt376120,8964,defect,0
2162,4,behavior_only,11,11,rt502503,8979,defect,4
2162,4,behavior_only,11,11,rt308442,9664,defect,4
2162,4,behavior_only,12,11,rt136068,342,defect,0
2162,4,behavior_only,12,11,rt639862,1588,defect,0
2162,4,behavior_only,12,11,rt883554,4540,defect,0
2162,4,behavior_only,12,11,rt667185,4922,defect,0
2162,4,behavior_only,12,11,rt410446,5032,defect,0
2162,4,behavior_only,12,11,rt548724,5087,defect,0
2162,4,behavior_only,12,11,rt715118,7358,defect,0
2162,4,behavior_only,12,11,rt738373,7620,defect,0
2162,4,behavior_only,12,11,rt376120,8964,defect,0
2162,4,behavior_only,12,11,rt502503,8979,defect,0
2162,4,behavior_only,12,11,rt308442,9664,defect,0
2162,4,behavior_only,13,11,rt136068,342,defect,0
2162,4,behavior_only,13,11,rt639862,1588,defect,0
2162,4,behavior_only,13,11,rt883554,4540,defect,0
2162,4,behavior_only,13,11,rt667185,4922,defect,0
2162,4,behavior_only,13,11,rt410446,5032,defect,0
2162,4,behavior_only,13,11,rt548724,5087,defect,0
2162,4,behavior_only,13,11,rt715118,7358,defect,0
2162,4,behavior_only,13,11,rt738373,7620,defect,0
2162,4,behavior_only,13,11,rt376120,8964,defect,0
2162,4,behavior_only,13,11,rt502503,8979,defect,0
2162,4,behavior_only,13,11,rt308442,9664,defect,0
2162,4,behavior_only,14,11,rt136068,342,defect,0
2162,4,behavior_only,14,11,rt639862,1588,defect,0
2162,4,behavior_only,14,11,rt883554,4540,defect,0
2162,4,behavior_only,14,11,rt667185,4922,defect,0
2162,4,behavior_only,14,11,rt410446,5032,defect,0
2162,4,behavior_only,14,11,rt548724,5087,defect,0
2162,4,behavior_only,14,11,rt715118,7358,defect,0
2162,4,behavior_only,14,11,rt738373,7620,defect,0
2162,4,behavior_only,14,11,rt376120,8964,defect,0
2162,4,behavior_only,14,11,rt502503,8979,defect,0
2162,4,behavior_only,14,11,rt308442,9664,defect,0
2162,4,behavior_only,15,11,rt136068,342,defect,0
2162,4,behavior_only,15,11,rt639862,1588,defect,0
2162,4,behavior_only,15,11,rt883554,4540,defect,0
2162,4,behavior_only,15,11,rt667185,4922,defect,0
2162,4,behavior_only,15,11,rt410446,5032,defect,0
2162,4,behavior_only,15,11,rt548724,5087,defect,0
2162,4,behavior_only,15,11,rt715118,7358,defect,0
2162,4,behavior_only,15,11,rt738373,7620,defect,0
2162,4,behavior_only,15,11,rt376120,8964,defect,0
2162,4,behavior_only,15,11,rt502503,8979,defect,0
2162,4,behavior_only,15,11,rt308442,9664,defect,0
2162,4,summary_information,1,11,rt502503,1824,defect,12
2162,4,summary_information,1,11,rt376120,3148,cooperate,0
2162,4,summary_information,1,11,rt136068,4325,defect,4
2162,4,summary_information,1,11,rt308442,4622,defect,4
2162,4,summary_information,1,11,rt410446,5198,defect,0
2162,4,summary_information,1,11,rt548724,5419,defect,0
2162,4,summary_information,1,11,rt738373,6350,defect,0
2162,4,summary_information,1,11,rt667185,6459,defect,4
2162,4,summary_information,1,11,rt639862,7469,defect,8
2162,4,summary_information,1,11,rt883554,9607,cooperate,0
2162,4,summary_information,1,11,rt715118,9878,cooperate,4
2162,4,summary_information,2,11,rt502503,1824,defect,12
2162,4,summary_information,2,11,rt376120,3148,cooperate,4
2162,4,summary_information,2,11,rt136068,4325,cooperate,0
2162,4,summary_information,2,11,rt308442,4622,defect,8
2162,4,summary_information,2,11,rt410446,5198,defect,4
2162,4,summary_information,2,11,rt548724,5419,defect,0
2162,4,summary_information,2,11,rt738373,6350,defect,0
2162,4,summary_information,2,11,rt667185,6459,defect,0
2162,4,summary_information,2,11,rt639862,7469,defect,4
2162,4,summary_information,2,11,rt883554,9607,defect,4
2162,4,summary_information,2,11,rt715118,9878,cooperate,0
2162,4,summary_information,3,11,rt502503,1824,defect,12
2162,4,summary_information,3,11,rt376120,3148,cooperate,4
2162,4,summary_information,3,11,rt136068,4325,cooperate,0
2162,4,summary_information,3,11,rt308442,4622,defect,8
2162,4,summary_information,3,11,rt410446,5198,defect,4
2162,4,summary_information,3,11,rt548724,5419,defect,0
2162,4,summary_information,3,11,rt738373,6350,defect,0
2162,4,summary_information,3,11,rt667185,6459,defect,0
2162,4,summary_information,3,11,rt639862,7469,defect,4
2162,4,summary_information,3,11,rt883554,9607,defect,4
2162,4,summary_information,3,11,rt715118,9878,cooperate,0
2162,4,summary_information,4,11,rt502503,1824,defect,12
2162,4,summary_information,4,11,rt376120,3148,cooperate,4
2162,4,summary_information,4,11,rt136068,4325,cooperate,0
2162,4,summary_information,4,11,rt308442,4622,defect,8
2162,4,summary_information,4,11,rt410446,5198,defect,4
2162,4,summary_information,4,11,rt548724,5419,defect,0
2162,4,summary_information,4,11,rt738373,6350,defect,0
2162,4,summary_information,4,11,rt667185,6459,defect,0
2162,4,summary_information,4,11,rt639862,7469,defect,4
2162,4,summary_information,4,11,rt883554,9607,defect,4
2162,4,summary_information,4,11,rt715118,9878,cooperate,0
2162,4,summary_information,5,11,rt502503,1824,defect,8
2162,4,summary_information,5,11,rt376120,3148,cooperate,0
2162,4,summary_information,5,11,rt136068,4325,defect,4
2162,4,summary_information,5,11,rt308442,4622,defect,4
2162,4,summary_information,5,11,rt410446,5198,defect,0
2162,4,summary_information,5,11,rt548724,5419,defect,0
2162,4,summary_information,5,11,rt738373,6350,defect,0
2162,4,summary_information,5,11,rt667185,6459,defect,0
2162,4,summary_information,5,11,rt639862,7469,defect,4
2162,4,summary_information,5,11,rt883554,9607,defect,4
2162,4,summary_information,5,11,rt715118,9878,cooperate,0
2162,4,summary_information,6,11,rt502503,1824,defect,8
2162,4,summary_information,6,11,rt376120,3148,cooperate,0
2162,4,summary_information,6,11,rt136068,4325,defect,4
2162,4,summary_information,6,11,rt308442,4622,defect,4
2162,4,summary_information,6,11,rt410446,5198,defect,0
2162,4,summary_information,6,11,rt548724,5419,defect,0
2162,4,summary_information,6,11,rt738373,6350,defect,0
2162,4,summary_information,6,11,rt667185,6459,defect,0
2162,4,summary_information,6,11,rt639862,7469,defect,4
2162,4,summary_information,6,11,rt883554,9607,defect,4
2162,4,summary_information,6,11,rt715118,9878,cooperate,0
2162,4,summary_information,7,11,rt502503,1824,defect,4
2162,4,summary_information,7,11,rt376120,3148,cooperate,-4
2162,4,summary_information,7,11,rt136068,4325,defect,4
2162,4,summary_information,7,11,rt308442,4622,defect,4
2162,4,summary_information,7,11,rt410446,5198,defect,0
2162,4,summary_information,7,11,rt548724,5419,defect,0
2162,4,summary_information,7,11,rt738373,6350,defect,0
2162,4,summary_information,7,11,rt667185,6459,defect,0
2162,4,summary_information,7,11,rt639862,7469,defect,0
2162,4,summary_information,7,11,rt883554,9607,defect,0
2162,4,summary_information,7,11,rt715118,9878,defect,4
2162,4,summary_information,8,11,rt502503,1824,defect,0
2162,4,summary_information,8,11,rt376120,3148,defect,0
2162,4,summary_information,8,11,rt136068,4325,defect,0
2162,4,summary_information,8,11,rt308442,4622,defect,0
2162,4,summary_information,8,11,rt410446,5198,defect,0
2162,4,summary_information,8,11,rt548724,5419,defect,0
2162,4,summary_information,8,11,rt738373,6350,defect,0
2162,4,summary_information,8,11,rt667185,6459,defect,0
2162,4,summary_information,8,11,rt639862,7469,defect,0
2162,4,summary_information,8,11,rt883554,9607,defect,0
2162,4,summary_information,8,11,rt715118,9878,defect,0
2162,4,summary_information,9,11,rt502503,1824,defect,0
2162,4,summary_information,9,11,rt376120,3148,defect,0
2162,4,summary_information,9,11,rt136068,4325,defect,0
2162,4,summary_information,9,11,rt308442,4622,defect,0
2162,4,summary_information,9,11,rt410446,5198,defect,0
2162,4,summary_information,9,11,rt548724,5419,defect,0
2162,4,summary_information,9,11,rt738373,6350,defect,0
2162,4,summary_information,9,11,rt667185,6459,defect,0
2162,4,summary_information,9,11,rt639862,7469,defect,0
2162,4,summary_information,9,11,rt883554,9607,defect,0
2162,4,summary_information,9,11,rt715118,9878,defect,0
2162,4,summary_information,10,11,rt502503,1824,defect,0
2162,4,summary_information,10,11,rt376120,3148,defect,0
2162,4,summary_information,10,11,rt136068,4325,defect,0
2162,4,summary_information,10,11,rt308442,4622,defect,0
2162,4,summary_information,10,11,rt410446,5198,defect,0
2162,4,summary_information,10,11,rt548724,5419,defect,0
2162,4,summary_information,10,11,rt738373,6350,defect,0
2162,4,summary_information,10,11,rt667185,6459,defect,0
2162,4,summary_information,10,11,rt639862,7469,defect,0
2162,4,summary_information,10,11,rt883554,9607,defect,0
2162,4,summary_information,10,11,rt715118,9878,defect,0
2162,4,summary_information,11,11,rt502503,1824,defect,0
2162,4,summary_information,11,11,rt376120,3148,defect,0
2162,4,summary_information,11,11,rt136068,4325,defect,0
2162,4,summary_information,11,11,rt308442,4622,defect,0
2162,4,summary_information,11,11,rt410446,5198,defect,0
2162,4,summary_information,11,11,rt548724,5419,defect,0
2162,4,summary_information,11,11,rt738373,6350,defect,0
2162,4,summary_information,11,11,rt667185,6459,defect,0
2162,4,summary_information,11,11,rt639862,7469,defect,0
2162,4,summary_information,11,11,rt883554,9607,defect,0
2162,4,summary_information,11,11,rt715118,9878,defect,0
2162,4,summary_information,12,11,rt502503,1824,defect,0
2162,4,summary_information,12,11,rt376120,3148,defect,0
2162,4,summary_information,12,11,rt136068,4325,defect,0
2162,4,summary_information,12,11,rt308442,4622,defect,0
2162,4,summary_information,12,11,rt410446,5198,defect,0
2162,4,summary_information,12,11,rt548724,5419,defect,0
2162,4,summary_information,12,11,rt738373,6350,defect,0
2162,4,summary_information,12,11,rt667185,6459,defect,0
2162,4,summary_information,12,11,rt639862,7469,defect,0
2162,4,summary_information,12,11,rt883554,9607,defect,0
2162,4,summary_information,12,11,rt715118,9878,defect,0
2162,4,summary_information,13,11,rt502503,1824,defect,0
2162,4,summary_information,13,11,rt376120,3148,defect,0
2162,4,summary_information,13,11,rt136068,4325,defect,0
2162,4,summary_information,13,11,rt308442,4622,defect,0
2162,4,summary_information,13,11,rt410446,5198,defect,0
2162,4,summary_information,13,11,rt548724,5419,defect,0
2162,4,summary_information,13,11,rt738373,6350,defect,0
2162,4,summary_information,13,11,rt667185,6459,defect,0
2162,4,summary_information,13,11,rt639862,7469,defect,0
2162,4,summary_information,13,11,rt883554,9607,defect,0
2162,4,summary_information,13,11,rt715118,9878,defect,0
2162,4,summary_information,14,11,rt502503,1824,defect,0
2162,4,summary_information,14,11,rt376120,3148,defect,0
2162,4,summary_information,14,11,rt136068,4325,defect,0
2162,4,summary_information,14,11,rt308442,4622,defect,0
2162,4,summary_information,14,11,rt410446,5198,defect,0
2162,4,summary_information,14,11,rt548724,5419,defect,0
2162,4,summary_information,14,11,rt738373,6350,defect,0
2162,4,summary_information,14,11,rt667185,6459,defect,0
2162,4,summary_information,14,11,rt639862,7469,defect,0
2162,4,summary_information,14,11,rt883554,9607,defect,0
2162,4,summary_information,14,11,rt715118,9878,defect,0
2162,4,summary_information,15,11,rt502503,1824,defect,0
2162,4,summary_information,15,11,rt376120,3148,defect,0
2162,4,summary_information,15,11,rt136068,4325,defect,0
2162,4,summary_information,15,11,rt308442,4622,defect,0
2162,4,summary_information,15,11,rt410446,5198,defect,0
2162,4,summary_information,15,11,rt548724,5419,defect,0
2162,4,summary_information,15,11,rt738373,6350,defect,0
2162,4,summary_information,15,11,rt667185,6459,defect,0
2162,4,summary_information,15,11,rt639862,7469,defect,0
2162,4,summary_information,15,11,rt883554,9607,defect,0
2162,4,summary_information,15,11,rt715118,9878,defect,0
2404,6,summary_information,1,12,rt741550,221,cooperate,8
2404,6,summary_information,1,12,rt553863,1635,cooperate,14
2404,6,summary_information,1,12,rt824112,2014,cooperate,14
2404,6,summary_information,1,12,rt491628,2283,cooperate,8
2404,6,summary_information,1,12,rt157172,3051,defect,12
2404,6,summary_information,1,12,rt309018,4174,defect,6
2404,6,summary_information,1,12,rt173884,6097,defect,6
2404,6,summary_information,1,12,rt404421,6502,defect,12
2404,6,summary_information,1,12,rt590511,6776,cooperate,2
2404,6,summary_information,1,12,rt961985,7269,cooperate,2
2404,6,summary_information,1,12,rt244891,7806,defect,18
2404,6,summary_information,1,12,rt389856,8413,defect,18
2404,6,summary_information,2,12,rt741550,221,defect,12
2404,6,summary_information,2,12,rt553863,1635,cooperate,2
2404,6,summary_information,2,12,rt824112,2014,cooperate,2
2404,6,summary_information,2,12,rt491628,2283,defect,18
2404,6,summary_information,2,12,rt157172,3051,defect,12
2404,6,summary_information,2,12,rt309018,4174,cooperate,-4
2404,6,summary_information,2,12,rt173884,6097,defect,6
2404,6,summary_information,2,12,rt404421,6502,defect,6
2404,6,summary_information,2,12,rt590511,6776,defect,0
2404,6,summary_information,2,12,rt961985,7269,defect,0
2404,6,summary_information,2,12,rt244891,7806,defect,0
2404,6,summary_information,2,12,rt389856,8413,defect,6
2404,6,summary_information,3,12,rt741550,221,defect,18
2404,6,summary_information,3,12,rt553863,1635,defect,18
2404,6,summary_information,3,12,rt824112,2014,cooperate,8
2404,6,summary_information,3,12,rt491628,2283,cooperate,8
2404,6,summary_information,3,12,rt157172,3051,cooperate,8
2404,6,summary_information,3,12,rt309018,4174,defect,12
2404,6,summary_information,3,12,rt173884,6097,defect,6
2404,6,summary_information,3,12,rt404421,6502,defect,6
2404,6,summary_information,3,12,rt590511,6776,defect,12
2404,6,summary_information,3,12,rt961985,7269,cooperate,8
2404,6,summary_information,3,12,rt244891,7806,cooperate,8
2404,6,summary_information,3,12,rt389856,8413,cooperate,8
2404,6,summary_information,4,12,rt741550,221,defect,6
2404,6,summary_information,4,12,rt553863,1635,defect,6
2404,6,summary_information,4,12,rt824112,2014,defect,6
2404,6,summary_information,4,12,rt491628,2283,cooperate,-4
2404,6,summary_information,4,12,rt157172,3051,defect,6
2404,6,summary_information,4,12,rt309018,4174,defect,12
2404,6,summary_information,4,12,rt173884,6097,defect,12
2404,6,summary_information,4,12,rt404421,6502,cooperate,2
2404,6,summary_information,4,12,rt590511,6776,cooperate,8
2404,6,summary_information,4,12,rt961985,7269,defect,18
2404,6,summary_information,4,12,rt244891,7806,cooperate,2
2404,6,summary_information,4,12,rt389856,8413,defect,6
2404,6,summary_information,5,12,rt741550,221,cooperate,2
2404,6,summary_information,5,12,rt553863,1635,defect,12
2404,6,summary_information,5,12,rt824112,2014,defect,6
2404,6,summary_information,5,12,rt491628,2283,defect,0
2404,6,summary_information,5,12,rt157172,3051,defect,0
2404,6,summary_information,5,12,rt309018,4174,defect,6
2404,6,summary_information,5,12,rt173884,6097,defect,12
2404,6,summary_information,5,12,rt404421,6502,cooperate,8
2404,6,summary_information,5,12,rt590511,6776,cooperate,8
2404,6,summary_information,5,12,rt961985,7269,cooperate,14
2404,6,summary_information,5,12,rt244891,7806,defect,24
2404,6,summary_information,5,12,rt389856,8413,cooperate,8
2404,6,summary_information,6,12,rt741550,221,defect,6
2404,6,summary_information,6,12,rt553863,1635,defect,6
2404,6,summary_information,6,12,rt824112,2014,cooperate,-4
2404,6,summary_information,6,12,rt491628,2283,defect,6
2404,6,summary_information,6,12,rt157172,3051,defect,6
2404,6,summary_information,6,12,rt309018,4174,defect,0
2404,6,summary_information,6,12,rt173884,6097,defect,6
2404,6,summary_information,6,12,rt404421,6502,defect,12
2404,6,summary_information,6,12,rt590511,6776,cooperate,2
2404,6,summary_information,6,12,rt961985,7269,cooperate,2
2404,6,summary_information,6,12,rt244891,7806,defect,12
2404,6,summary_information,6,12,rt389856,8413,defect,6
2404,6,summary_information,7,12,rt741550,221,defect,6
2404,6,summary_information,7,12,rt553863,1635,defect,6
2404,6,summary_information,7,12,rt824112,2014,defect,6
2404,6,summary_information,7,12,rt491628,2283,defect,6
2404,6,summary_information,7,12,rt157172,3051,cooperate,-4
2404,6,summary_information,7,12,rt309018,4174,defect,6
2404,6,summary_information,7,12,rt173884,6097,defect,6
2404,6,summary_information,7,12,rt404421,6502,defect,0
2404,6,summary_information,7,12,rt590511,6776,defect,0
2404,6,summary_information,7,12,rt961985,7269,defect,6
2404,6,summary_information,7,12,rt244891,7806,defect,6
2404,6,summary_information,7,12,rt389856,8413,cooperate,-4
2404,6,summary_information,8,12,rt741550,221,defect,12
2404,6,summary_information,8,12,rt553863,1635,defect,6
2404,6,summary_information,8,12,rt824112,2014,defect,0
2404,6,summary_information,8,12,rt491628,2283,defect,0
2404,6,summary_information,8,12,rt157172,3051,defect,0
2404,6,summary_information,8,12,rt309018,4174,defect,0
2404,6,summary_information,8,12,rt173884,6097,defect,6
2404,6,summary_information,8,12,rt404421,6502,defect,6
2404,6,summary_information,8,12,rt590511,6776,cooperate,2
2404,6,summary_information,8,12,rt961985,7269,defect,18
2404,6,summary_information,8,12,rt244891,7806,cooperate,8
2404,6,summary_information,8,12,rt389856,8413,cooperate,2
2404,6,summary_information,9,12,rt741550,221,defect,12
2404,6,summary_information,9,12,rt553863,1635,defect,12
2404,6,summary_information,9,12,rt824112,2014,cooperate,-4
2404,6,summary_information,9,12,rt491628,2283,defect,6
2404,6,summary_information,9,12,rt157172,3051,defect,6
2404,6,summary_information,9,12,rt309018,4174,defect,0
2404,6,summary_information,9,12,rt173884,6097,defect,0
2404,6,summary_information,9,12,rt404421,6502,defect,0
2404,6,summary_information,9,12,rt590511,6776,defect,0
2404,6,summary_information,9,12,rt961985,7269,defect,6
2404,6,summary_information,9,12,rt244891,7806,defect,6
2404,6,summary_information,9,12,rt389856,8413,cooperate,-4
2404,6,summary_information,10,12,rt741550,221,defect,6
2404,6,summary_information,10,12,rt553863,1635,defect,6
2404,6,summary_information,10,12,rt824112,2014,defect,6
2404,6,summary_information,10,12,rt491628,2283,defect,6
2404,6,summary_information,10,12,rt157172,3051,cooperate,-4
2404,6,summary_information,10,12,rt309018,4174,defect,6
2404,6,summary_information,10,12,rt173884,6097,defect,6
2404,6,summary_information,10,12,rt404421,6502,defect,0
2404,6,summary_information,10,12,rt590511,6776,defect,0
2404,6,summary_information,10,12,rt961985,7269,defect,6
2404,6,summary_information,10,12,rt244891,7806,defect,6
2404,6,summary_information,10,12,rt389856,8413,cooperate,-4
2404,6,summary_information,11,12,rt741550,221,defect,12
2404,6,summary_information,11,12,rt553863,1635,defect,6
2404,6,summary_information,11,12,rt824112,2014,defect,0
2404,6,summary_information,11,12,rt491628,2283,defect,0
2404,6,summary_information,11,12,rt157172,3051,defect,0
2404,6,summary_information,11,12,rt309018,4174,defect,0
2404,6,summary_information,11,12,rt173884,6097,defect,0
2404,6,summary_information,11,12,rt404421,6502,defect,6
2404,6,summary_information,11,12,rt590511,6776,defect,12
2404,6,summary_information,11,12,rt961985,7269,cooperate,8
2404,6,summary_information,11,12,rt244891,7806,cooperate,8
2404,6,summary_information,11,12,rt389856,8413,cooperate,8
2404,6,summary_information,12,12,rt741550,221,defect,6
2404,6,summary_information,12,12,rt553863,1635,defect,6
2404,6,summary_information,12,12,rt824112,2014,defect,6
2404,6,summary_information,12,12,rt491628,2283,defect,6
2404,6,summary_information,12,12,rt157172,3051,cooperate,-4
2404,6,summary_information,12,12,rt309018,4174,defect,6
2404,6,summary_information,12,12,rt173884,6097,defect,12
2404,6,summary_information,12,12,rt404421,6502,defect,6
2404,6,summary_information,12,12,rt590511,6776,cooperate,-4
2404,6,summary_information,12,12,rt961985,7269,defect,12
2404,6,summary_information,12,12,rt244891,7806,defect,12
2404,6,summary_information,12,12,rt389856,8413,cooperate,-4
2404,6,summary_information,13,12,rt741550,221,defect,6
2404,6,summary_information,13,12,rt553863,1635,defect,6
2404,6,summary_information,13,12,rt824112,2014,defect,0
2404,6,summary_information,13,12,rt491628,2283,defect,6
2404,6,summary_information,13,12,rt157172,3051,defect,6
2404,6,summary_information,13,12,rt309018,4174,cooperate,2
2404,6,summary_information,13,12,rt173884,6097,defect,12
2404,6,summary_information,13,12,rt404421,6502,cooperate,2
2404,6,summary_information,13,12,rt590511,6776,defect,6
2404,6,summary_information,13,12,rt961985,7269,defect,12
2404,6,summary_information,13,12,rt244891,7806,defect,6
2404,6,summary_information,13,12,rt389856,8413,cooperate,-4
2404,6,summary_information,14,12,rt741550,221,defect,12
2404,6,summary_information,14,12,rt553863,1635,defect,6
2404,6,summary_information,14,12,rt824112,2014,defect,0
2404,6,summary_information,14,12,rt491628,2283,defect,0
2404,6,summary_information,14,12,rt157172,3051,defect,0
2404,6,summary_information,14,12,rt309018,4174,defect,6
2404,6,summary_information,14,12,rt173884,6097,defect,12
2404,6,summary_information,14,12,rt404421,6502,cooperate,8
2404,6,summary_information,14,12,rt590511,6776,cooperate,14
2404,6,summary_information,14,12,rt961985,7269,cooperate,20
2404,6,summary_information,14,12,rt244891,7806,cooperate,14
2404,6,summary_information,14,12,rt389856,8413,cooperate,8
2404,6,summary_information,15,12,rt741550,221,defect,12
2404,6,summary_information,15,12,rt553863,1635,defect,6
2404,6,summary_information,15,12,rt824112,2014,defect,6
2404,6,summary_information,15,12,rt491628,2283,defect,6
2404,6,summary_information,15,12,rt157172,3051,cooperate,-4
2404,6,summary_information,15,12,rt309018,4174,defect,6
2404,6,summary_information,15,12,rt173884,6097,defect,12
2404,6,summary_information,15,12,rt404421,6502,defect,6
2404,6,summary_information,15,12,rt590511,6776,cooperate,2
2404,6,summary_information,15,12,rt961985,7269,defect,18
2404,6,summary_information,15,12,rt244891,7806,cooperate,8
2404,6,summary_information,15,12,rt389856,8413,cooperate,2
2404,6,behavior_only,1,11,rt157172,1941,defect,12
2404,6,behavior_only,1,11,rt309018,2520,defect,12
2404,6,behavior_only,1,11,rt244891,5111,cooperate,-4
2404,6,behavior_only,1,11,rt173884,5318,defect,6
2404,6,behavior_only,1,11,rt741550,7394,defect,6
2404,6,behavior_only,1,11,rt491628,8067,defect,6
2404,6,behavior_only,1,11,rt404421,8832,defect,12
2404,6,behavior_only,1,11,rt824112,8880,cooperate,2
2404,6,behavior_only,1,11,rt590511,8993,cooperate,8
2404,6,behavior_only,1,11,rt553863,9435,defect,18
2404,6,behavior_only,1,11,rt961985,9862,cooperate,2
2404,6,behavior_only,2,11,rt157172,1941,defect,6
2404,6,behavior_only,2,11,rt309018,2520,defect,6
2404,6,behavior_only,2,11,rt244891,5111,defect,0
2404,6,behavior_only,2,11,rt173884,5318,defect,0
2404,6,behavior_only,2,11,rt741550,7394,defect,0
2404,6,behavior_only,2,11,rt491628,8067,defect,6
2404,6,behavior_only,2,11,rt404421,8832,defect,12
2404,6,behavior_only,2,11,rt824112,8880,cooperate,2
2404,6,behavior_only,2,11,rt590511,8993,cooperate,8
2404,6,behavior_only,2,11,rt553863,9435,defect,18
2404,6,behavior_only,2,11,rt961985,9862,cooperate,2
2404,6,behavior_only,3,11,rt157172,1941,defect,6
2404,6,behavior_only,3,11,rt309018,2520,defect,6
2404,6,behavior_only,3,11,rt244891,5111,cooperate,-4
2404,6,behavior_only,3,11,rt173884,5318,defect,6
2404,6,behavior_only,3,11,rt741550,7394,defect,6
2404,6,behavior_only,3,11,rt491628,8067,defect,6
2404,6,behavior_only,3,11,rt404421,8832,defect,12
2404,6,behavior_only,3,11,rt824112,8880,cooperate,2
2404,6,behavior_only,3,11,rt590511,8993,cooperate,2
2404,6,behavior_only,3,11,rt553863,9435,defect,12
2404,6,behavior_only,3,11,rt961985,9862,defect,6
2404,6,behavior_only,4,11,rt157172,1941,defect,12
2404,6,behavior_only,4,11,rt309018,2520,cooperate,2
2404,6,behavior_only,4,11,rt244891,5111,defect,6
2404,6,behavior_only,4,11,rt173884,5318,defect,6
2404,6,behavior_only,4,11,rt741550,7394,defect,0
2404,6,behavior_only,4,11,rt491628,8067,defect,6
2404,6,behavior_only,4,11,rt404421,8832,defect,6
2404,6,behavior_only,4,11,rt824112,8880,cooperate,-4
2404,6,behavior_only,4,11,rt590511,8993,defect,12
2404,6,behavior_only,4,11,rt553863,9435,defect,12
2404,6,behavior_only,4,11,rt961985,9862,cooperate,2
2404,6,behavior_only,5,11,rt157172,1941,defect,12
2404,6,behavior_only,5,11,rt309018,2520,cooperate,2
2404,6,behavior_only,5,11,rt244891,5111,defect,6
2404,6,behavior_only,5,11,rt173884,5318,defect,6
2404,6,behavior_only,5,11,rt741550,7394,defect,6
2404,6,behavior_only,5,11,rt491628,8067,defect,12
2404,6,behavior_only,5,11,rt404421,8832,cooperate,8
2404,6,behavior_only,5,11,rt824112,8880,cooperate,8
2404,6,behavior_only,5,11,rt590511,8993,cooperate,14
2404,6,behavior_only,5,11,rt553863,9435,defect,18
2404,6,behavior_only,5,11,rt961985,9862,cooperate,8
2404,6,behavior_only,6,11,rt157172,1941,defect,12
2404,6,behavior_only,6,11,rt309018,2520,defect,12
2404,6,behavior_only,6,11,rt244891,5111,cooperate,-4
2404,6,behavior_only,6,11,rt173884,5318,defect,6
2404,6,behavior_only,6,11,rt741550,7394,defect,6
2404,6,behavior_only,6,11,rt491628,8067,defect,6
2404,6,behavior_only,6,11,rt404421,8832,defect,12
2404,6,behavior_only,6,11,rt824112,8880,cooperate,2
2404,6,behavior_only,6,11,rt590511,8993,cooperate,8
2404,6,behavior_only,6,11,rt553863,9435,defect,18
2404,6,behavior_only,6,11,rt961985,9862,cooperate,2
2404,6,behavior_only,7,11,rt157172,1941,defect,0
2404,6,behavior_only,7,11,rt309018,2520,defect,0
2404,6,behavior_only,7,11,rt244891,5111,defect,0
2404,6,behavior_only,7,11,rt173884,5318,defect,0
2404,6,behavior_only,7,11,rt741550,7394,defect,0
2404,6,behavior_only,7,11,rt491628,8067,defect,6
2404,6,behavior_only,7,11,rt404421,8832,defect,6
2404,6,behavior_only,7,11,rt824112,8880,cooperate,-4
2404,6,behavior_only,7,11,rt590511,8993,defect,6
2404,6,behavior_only,7,11,rt553863,9435,defect,6
2404,6,behavior_only,7,11,rt961985,9862,defect,0
2404,6,behavior_only,8,11,rt157172,1941,defect,6
2404,6,behavior_only,8,11,rt309018,2520,defect,6
2404,6,behavior_only,8,11,rt244891,5111,cooperate,-4
2404,6,behavior_only,8,11,rt173884,5318,defect,6
2404,6,behavior_only,8,11,rt741550,7394,defect,12
2404,6,behavior_only,8,11,rt491628,8067,defect,12
2404,6,behavior_only,8,11,rt404421,8832,cooperate,8
2404,6,behavior_only,8,11,rt824112,8880,cooperate,8
2404,6,behavior_only,8,11,rt590511,8993,cooperate,8
2404,6,behavior_only,8,11,rt553863,9435,defect,12
2404,6,behavior_only,8,11,rt961985,9862,defect,6
2404,6,behavior_only,9,11,rt157172,1941,defect,12
2404,6,behavior_only,9,11,rt309018,2520,cooperate,2
2404,6,behavior_only,9,11,rt244891,5111,defect,6
2404,6,behavior_only,9,11,rt173884,5318,defect,6
2404,6,behavior_only,9,11,rt741550,7394,defect,0
2404,6,behavior_only,9,11,rt491628,8067,defect,6
2404,6,behavior_only,9,11,rt404421,8832,defect,6
2404,6,behavior_only,9,11,rt824112,8880,cooperate,-4
2404,6,behavior_only,9,11,rt590511,8993,defect,12
2404,6,behavior_only,9,11,rt553863,9435,defect,12
2404,6,behavior_only,9,11,rt961985,9862,cooperate,2
2404,6,behavior_only,10,11,rt157172,1941,defect,0
2404,6,behavior_only,10,11,rt309018,2520,defect,0
2404,6,behavior_only,10,11,rt244891,5111,defect,0
2404,6,behavior_only,10,11,rt173884,5318,defect,0
2404,6,behavior_only,10,11,rt741550,7394,defect,6
2404,6,behavior_only,10,11,rt491628,8067,defect,12
2404,6,behavior_only,10,11,rt404421,8832,cooperate,8
2404,6,behavior_only,10,11,rt824112,8880,cooperate,8
2404,6,behavior_only,10,11,rt590511,8993,cooperate,8
2404,6,behavior_only,10,11,rt553863,9435,defect,12
2404,6,behavior_only,10,11,rt961985,9862,defect,6
2404,6,behavior_only,11,11,rt157172,1941,defect,6
